country,country_code,year,predicted_population
Saint Vincent and the Grenadines,VCT,2025,100608.52022892001
Saint Vincent and the Grenadines,VCT,2026,100256.3904081188
Saint Vincent and the Grenadines,VCT,2027,99895.46740264956
Saint Vincent and the Grenadines,VCT,2028,99525.85417325975
Saint Vincent and the Grenadines,VCT,2029,99147.65592740136
Saint Vincent and the Grenadines,VCT,2030,98760.98006928449
Saint Vincent and the Grenadines,VCT,2031,98365.93614900735
Saint Vincent and the Grenadines,VCT,2032,97962.63581079642
Saint Vincent and the Grenadines,VCT,2033,97551.19274039108
Samoa,WSM,2024,220269.384
Samoa,WSM,2025,223859.77495919997
Samoa,WSM,2026,227396.75940355533
Samoa,WSM,2027,230875.92982242975
Samoa,WSM,2028,234292.8935838017
Samoa,WSM,2029,237643.28196205004
Samoa,WSM,2030,240922.75925312634
Samoa,WSM,2031,244127.03195119294
Samoa,WSM,2032,247251.85796016818
Samoa,WSM,2033,250293.05581307824
San Marino,SMR,2024,33388.173
San Marino,SMR,2025,33077.662991100005
San Marino,SMR,2026,32773.348491581884
San Marino,SMR,2027,32475.11102030849
San Marino,SMR,2028,32182.835021125713
San Marino,SMR,2029,31896.407789437693
San Marino,SMR,2030,31615.71940089064
San Marino,SMR,2031,31340.662642102892
San Marino,SMR,2032,31071.132943380806
San Marino,SMR,2033,30807.028313362072
Sao Tome and Principe,STP,2024,234250.34319999997
Sao Tome and Principe,STP,2025,237576.69807343997
Sao Tome and Principe,STP,2026,240807.74116723877
Sao Tome and Principe,STP,2027,243938.24180241284
Sao Tome and Principe,STP,2028,246963.07600076275
Sao Tome and Principe,STP,2029,249877.24029757176
Sao Tome and Principe,STP,2030,252675.86538890458
Sao Tome and Principe,STP,2031,255354.22956202694
Sao Tome and Principe,STP,2032,257907.77185764723
Sao Tome and Principe,STP,2033,260332.10491310913
Saudi Arabia,SAU,2024,33370684.5648
Saudi Arabia,SAU,2025,33524189.71379808
Saudi Arabia,SAU,2026,33725334.85208087
Saudi Arabia,SAU,2027,33974902.32998627
Saudi Arabia,SAU,2028,34273881.47049014
Saudi Arabia,SAU,2029,34623475.06148914
Saudi Arabia,SAU,2030,35025107.37220242
Saudi Arabia,SAU,2031,35480433.768041044
Saudi Arabia,SAU,2032,35991352.01430084
Saudi Arabia,SAU,2033,36560015.376126796
Senegal,SEN,2024,18381229.453599997
Senegal,SEN,2025,18682681.616639037
Senegal,SEN,2026,18981604.52250526
Senegal,SEN,2027,19277717.553056344
Senegal,SEN,2028,19570738.859862804
Senegal,SEN,2029,19860385.794988774
Senegal,SEN,2030,20146375.350436613
Senegal,SEN,2031,20428424.605342727
Senegal,SEN,2032,20706251.17997539
Senegal,SEN,2033,20979573.695551068
Serbia,SRB,2024,6731162.4328000005
Serbia,SRB,2025,6688082.993230081
Serbia,SRB,2026,6643941.645474763
Serbia,SRB,2027,6598762.842285534
Serbia,SRB,2028,6552571.502389535
Serbia,SRB,2029,6505392.987572331
Serbia,SRB,2030,6457253.079464296
Serbia,SRB,2031,6408177.956060367
Serbia,SRB,2032,6358194.168003095
Serbia,SRB,2033,6307328.614659071
Seychelles,SYC,2024,127897.209
Seychelles,SYC,2025,127833.2603955
Seychelles,SYC,2026,127718.21046114404
Seychelles,SYC,2027,127552.17678754457
Seychelles,SYC,2028,127335.33808700573
Seychelles,SYC,2029,127067.93387702302
Seychelles,SYC,2030,126750.26404233045
Seychelles,SYC,2031,126382.68827660769
Seychelles,SYC,2032,125965.6254052949
Seychelles,SYC,2033,125499.5525912953
Sierra Leone,SLE,2024,8595836.504
Sierra Leone,SLE,2025,8725633.6352104
Sierra Leone,SLE,2026,8849537.632830389
Sierra Leone,SLE,2027,8967236.483347034
Sierra Leone,SLE,2028,9078430.215740537
Sierra Leone,SLE,2029,9182832.163221555
Sierra Leone,SLE,2030,9280170.184151703
Sierra Leone,SLE,2031,9370187.834937975
Sierra Leone,SLE,2032,9452645.487885429
Sierra Leone,SLE,2033,9527321.387239724
Singapore,SGP,2024,5721884.1707999995
Singapore,SGP,2025,5655510.314418719
Singapore,SGP,2026,5589906.394771461
Singapore,SGP,2027,5525063.480592112
Singapore,SGP,2028,5460972.744217243
Singapore,SGP,2029,5397625.460384322
Singapore,SGP,2030,5335013.005043864
Singapore,SGP,2031,5273126.854185355
Singapore,SGP,2032,5211958.582676805
Singapore,SGP,2033,5151499.8631177535
Slovakia,SVK,2024,5488210.756800001
Slovakia,SVK,2025,5458574.418713281
Slovakia,SVK,2026,5429098.116852229
Slovakia,SVK,2027,5399780.987021227
Slovakia,SVK,2028,5370622.169691313
Slovakia,SVK,2029,5341620.809974981
Slovakia,SVK,2030,5312776.057601116
Slovakia,SVK,2031,5284087.06689007
Slovakia,SVK,2032,5255552.9967288645
Slovakia,SVK,2033,5227173.010546529
Slovenia,SVN,2024,2107549.3997
Slovenia,SVN,2025,2097011.6527014999
Slovenia,SVN,2026,2086736.2956032625
Slovenia,SVN,2027,2076719.9613843667
Slovenia,SVN,2028,2066959.37756586
Slovenia,SVN,2029,2057451.3644290569
Slovenia,SVN,2030,2048192.8332891262
Slovenia,SVN,2031,2039180.784822654
Slovenia,SVN,2032,2030412.3074479166
Slovenia,SVN,2033,2021884.5757566353
Solomon Islands,SLB,2024,811163.496
Solomon Islands,SLB,2025,822033.0868464
Solomon Islands,SLB,2026,832555.1103580339
Solomon Islands,SLB,2027,842712.2827044019
Solomon Islands,SLB,2028,852487.745183773
Solomon Islands,SLB,2029,861865.1103807944
Solomon Islands,SLB,2030,870828.5075287546
Solomon Islands,SLB,2031,879362.6269025365
Solomon Islands,SLB,2032,887452.7630700399
Solomon Islands,SLB,2033,895084.8568324422
Somalia,SOM,2024,19074560.463999998
Somalia,SOM,2025,19793671.3934928
Somalia,SOM,2026,20514161.032215938
Somalia,SOM,2027,21234208.084446717
Somalia,SOM,2028,21951924.317701016
Somalia,SOM,2029,22665361.8580263
Somalia,SOM,2030,23372521.147996724
Somalia,SOM,2031,24071359.530321825
Somalia,SOM,2032,24759800.41288903
Somalia,SOM,2033,25435742.964160904
South Africa,ZAF,2024,63281872.572900005
South Africa,ZAF,2025,63345154.44547291
South Africa,ZAF,2026,63402165.08447383
South Africa,ZAF,2027,63452886.8165414
South Africa,ZAF,2028,63497303.837312974
South Africa,ZAF,2029,63535402.219615355
South Africa,ZAF,2030,63567169.92072516
South Africa,ZAF,2031,63592596.78869344
South Africa,ZAF,2032,63611674.56773005
South Africa,ZAF,2033,63624396.90264359
South Korea,KOR,2024,51003513.792
South Korea,KOR,2025,50238461.08512
South Korea,KOR,2026,49454741.09219213
South Korea,KOR,2027,48653574.28649861
South Korea,KOR,2028,47836194.23848543
South Korea,KOR,2029,47003844.45873579
South Korea,KOR,2030,46157775.258478545
South Korea,KOR,2031,45299240.63867085
South Korea,KOR,2032,44429495.21840837
South Korea,KOR,2033,43549791.21308388
South Sudan,SSD,2024,11673944.1286
South Sudan,SSD,2025,11856057.65700616
South Sudan,SSD,2026,12029156.098798448
South Sudan,SSD,2027,12192752.621742107
South Sudan,SSD,2028,12346381.304776058
South Sudan,SSD,2029,12489599.32791146
South Sudan,SSD,2030,12621989.080787322
South Sudan,SSD,2031,12743160.17596288
South Sudan,SSD,2032,12852751.353476161
South Sudan,SSD,2033,12950432.26376258
Spain,ESP,2024,47485122.3385
Spain,ESP,2025,47062504.74968735
Spain,ESP,2026,46643648.45741513
Spain,ESP,2027,46228519.98614414
Spain,ESP,2028,45817086.15826745
Spain,ESP,2029,45409314.09145887
Spain,ESP,2030,45005171.196044885
Spain,ESP,2031,44604625.17240009
Spain,ESP,2032,44207644.00836573
Spain,ESP,2033,43814195.976691276
Sri Lanka,LKA,2024,22939405.807600003
Sri Lanka,LKA,2025,22904996.6988886
Sri Lanka,LKA,2026,22868348.704170376
Sri Lanka,LKA,2027,22829472.511373285
Sri Lanka,LKA,2028,22788379.460852813
Sri Lanka,LKA,2029,22745081.53987719
Sri Lanka,LKA,2030,22699591.376797438
Sri Lanka,LKA,2031,22651922.234906163
Sri Lanka,LKA,2032,22602088.00598937
Sri Lanka,LKA,2033,22550103.203575592
Sudan,SDN,2024,51123677.4864
Sudan,SDN,2025,52197274.7136144
Sudan,SDN,2026,53262099.11777213
Sudan,SDN,2027,54316688.68030402
Sudan,SDN,2028,55359569.10296586
Sudan,SDN,2029,56389257.08828102
Sudan,SDN,2030,57404263.71587008
Sudan,SDN,2031,58403097.904526226
Sudan,SDN,2032,59384269.94932226
Sudan,SDN,2033,60346295.122501284
Suriname,SUR,2024,629657.4920000001
Suriname,SUR,2025,630350.1152412002
Suriname,SUR,2026,630917.4303449172
Suriname,SUR,2027,631359.0725461586
Suriname,SUR,2028,631674.7520824316
Suriname,SUR,2029,631864.2545080563
Suriname,SUR,2030,631927.4409335072
Suriname,SUR,2031,631864.2481894138
Suriname,SUR,2032,631674.688914957
Suriname,SUR,2033,631358.8515704995
Sweden,SWE,2024,10469139.7602
Sweden,SWE,2025,10375964.41633422
Sweden,SWE,2026,10272204.772170877
Sweden,SWE,2027,10158183.29919978
Sweden,SWE,2028,10034253.462949542
Sweden,SWE,2029,9900797.891892314
Sweden,SWE,2030,9758226.402249064
Sweden,SWE,2031,9606973.893014204
Sweden,SWE,2032,9447498.126390167
Sweden,SWE,2033,9280277.40955306
Switzerland,CHE,2024,8813748.672
Switzerland,CHE,2025,8759984.8051008
Switzerland,CHE,2026,8709176.893231215
Switzerland,CHE,2027,8661276.420318443
Switzerland,CHE,2028,8616237.782932788
Switzerland,CHE,2029,8574018.217796417
Switzerland,CHE,2030,8534577.733994553
Switzerland,CHE,2031,8497879.049738377
Switzerland,CHE,2032,8463887.533539424
Switzerland,CHE,2033,8432571.149665328
Syria,SYR,2024,23729056.0319
Syria,SYR,2025,23854820.02886907
Syria,SYR,2026,23971708.647010528
Syria,SYR,2027,24079581.335922074
Syria,SYR,2028,24178307.619399354
Syria,SYR,2029,24267767.357591134
Syria,SYR,2030,24347850.989871185
Syria,SYR,2031,24418459.75774181
Syria,SYR,2032,24479505.90713616
Syria,SYR,2033,24530912.869541146
Taiwan,TWN,2024,23030299.67
Taiwan,TWN,2025,22747026.984059002
Taiwan,TWN,2026,22467238.552155077
Taiwan,TWN,2027,22190891.51796357
Taiwan,TWN,2028,21917943.55229262
Taiwan,TWN,2029,21648352.84659942
Taiwan,TWN,2030,21382078.106586248
Taiwan,TWN,2031,21119078.545875236
Taiwan,TWN,2032,20859313.879760973
Taiwan,TWN,2033,20602744.319039915
Tajikistan,TJK,2024,10484310.852400001
Tajikistan,TJK,2025,10573427.4946454
Tajikistan,TJK,2026,10656957.5718531
Tajikistan,TJK,2027,10734753.362127628
Tajikistan,TJK,2028,10806676.209653882
Tajikistan,TJK,2029,10872596.93453277
Tajikistan,TJK,2030,10932396.217672702
Tajikistan,TJK,2031,10985964.959139297
Tajikistan,TJK,2032,11033204.608463595
Tajikistan,TJK,2033,11074027.46551491
Tanzania,TZA,2024,68249686.122
Tanzania,TZA,2025,69880853.62031579
Tanzania,TZA,2026,71509077.50966915
Tanzania,TZA,2027,73132333.56913865
Tanzania,TZA,2028,74748558.14101662
Tanzania,TZA,2029,76355652.14104848
Tanzania,TZA,2030,77951485.2707964
Tanzania,TZA,2031,79533900.42179357
Tanzania,TZA,2032,81100718.2601029
Tanzania,TZA,2033,82649741.97887087
Thailand,THA,2024,71057075.427
Thailand,THA,2025,70410456.0406143
Thailand,THA,2026,69762679.84504065
Thailand,THA,2027,69113886.92248178
Thailand,THA,2028,68464216.38541044
Thailand,THA,2029,67813806.32974905
Thailand,THA,2030,67162793.78898345
Thailand,THA,2031,66511314.68923031
Thailand,THA,2032,65859503.80527585
Thailand,THA,2033,65207494.71760362
Togo,TGO,2024,9493166.0667
Togo,TGO,2025,9680181.438213991
Togo,TGO,2026,9865072.903683878
Togo,TGO,2027,10047576.75240203
Togo,TGO,2028,10227428.376270026
Togo,TGO,2029,10404362.887179498
Togo,TGO,2030,10578115.747395394
Togo,TGO,2031,10748423.41092846
Togo,TGO,2032,10915023.973797852
Togo,TGO,2033,11077657.831007442
Tonga,TON,2024,105600.19350000001
Tonga,TON,2025,106603.39533825002
Tonga,TON,2026,107573.48623582811
Tonga,TON,2027,108509.3755660798
Tonga,TON,2028,109410.00338327826
Tonga,TON,2029,110274.34241000617
Tonga,TON,2030,111101.39997808122
Tonga,TON,2031,111890.21991792558
Tonga,TON,2032,112639.88439137567
Tonga,TON,2033,113349.51566304134
Trinidad and Tobago,TTO,2024,1494170.2554
Trinidad and Tobago,TTO,2025,1485354.65089314
Trinidad and Tobago,TTO,2026,1476442.522987781
Trinidad and Tobago,TTO,2027,1467436.2235975557
Trinidad and Tobago,TTO,2028,1458338.1190112508
Trinidad and Tobago,TTO,2029,1449150.58886148
Trinidad and Tobago,TTO,2030,1439876.0250927664
Trinidad and Tobago,TTO,2031,1430516.8309296635
Trinidad and Tobago,TTO,2032,1421075.4198455277
Trinidad and Tobago,TTO,2033,1411554.2145325625
Tunisia,TUN,2024,12165005.8777
Tunisia,TUN,2025,12127294.35947913
Tunisia,TUN,2026,12087274.288092848
Tunisia,TUN,2027,12044968.828084523
Tunisia,TUN,2028,12000402.44342061
Tunisia,TUN,2029,11953600.87389127
Tunisia,TUN,2030,11904591.110308316
Tunisia,TUN,2031,11853401.36853399
Tunisia,TUN,2032,11800061.062375586
Tunisia,TUN,2033,11744600.77538242
Turkey,TUR,2024,86860279.8803
Turkey,TUR,2025,86452036.5648626
Turkey,TUR,2026,86045711.99300773
Turkey,TUR,2027,85641297.1466406
Turkey,TUR,2028,85238783.05005139
Turkey,TUR,2029,84838160.76971614
Turkey,TUR,2030,84439421.41409847
Turkey,TUR,2031,84042556.1334522
Turkey,TUR,2032,83647556.11962497
Turkey,TUR,2033,83254412.60586274
Turkmenistan,TKM,2024,7404898.167
Turkmenistan,TKM,2025,7442663.147651701
Turkmenistan,TKM,2026,7477643.664445664
Turkmenistan,TKM,2027,7509797.53220278
Turkmenistan,TKM,2028,7539085.742578371
Turkmenistan,TKM,2029,7565472.542677396
Turkmenistan,TKM,2030,7588925.507559697
Turkmenistan,TKM,2031,7609415.606430108
Turkmenistan,TKM,2032,7626917.262324897
Turkmenistan,TKM,2033,7641408.405123314
Tuvalu,TUV,2024,9893.7104
Tuvalu,TUV,2025,9997.5943592
Tuvalu,TUV,2026,10099.56982166384
Tuvalu,TUV,2027,10199.555562898311
Tuvalu,TUV,2028,10297.471296302136
Tuvalu,TUV,2029,10393.237779357747
Tuvalu,TUV,2030,10486.776919371965
Tuvalu,TUV,2031,10578.0118785705
Tuvalu,TUV,2032,10666.867178350492
Tuvalu,TUV,2033,10753.268802495131
Uganda,UGA,2024,49663740.58499999
Uganda,UGA,2025,50637149.900465995
Uganda,UGA,2026,51573937.17362461
Uganda,UGA,2027,52471323.680445686
Uganda,UGA,2028,53326606.25643695
Uganda,UGA,2029,54137170.6715348
Uganda,UGA,2030,54900504.77800344
Uganda,UGA,2031,55614211.34011749
Uganda,UGA,2032,56276020.45506489
Uganda,UGA,2033,56883801.475979604
Ukraine,UKR,2024,37340360.0776
Ukraine,UKR,2025,36981892.62085504
Ukraine,UKR,2026,36656451.965791516
Ukraine,UKR,2027,36363200.35006519
Ukraine,UKR,2028,36101385.307544716
Ukraine,UKR,2029,35870336.44157643
Ukraine,UKR,2030,35669462.557503596
Ukraine,UKR,2031,35498249.13722758
Ukraine,UKR,2032,35356256.14067867
Ukraine,UKR,2033,35243116.1210285
United Arab Emirates,ARE,2024,10551594.558
United Arab Emirates,ARE,2025,10467181.801536
United Arab Emirates,ARE,2026,10388677.93802448
United Arab Emirates,ARE,2027,10315957.19245831
United Arab Emirates,ARE,2028,10248903.47070733
United Arab Emirates,ARE,2029,10187410.049883086
United Arab Emirates,ARE,2030,10131379.294608729
United Arab Emirates,ARE,2031,10080722.398135684
United Arab Emirates,ARE,2032,10035359.147344075
United Arab Emirates,ARE,2033,9995217.710754698
United Kingdom,GBR,2024,68312019.3022
United Kingdom,GBR,2025,67943134.39796813
United Kingdom,GBR,2026,67576241.47221911
United Kingdom,GBR,2027,67211329.76826912
United Kingdom,GBR,2028,66848388.58752047
United Kingdom,GBR,2029,66487407.28914786
United Kingdom,GBR,2030,66128375.289786465
United Kingdom,GBR,2031,65771282.06322162
United Kingdom,GBR,2032,65416117.14008022
United Kingdom,GBR,2033,65062870.10752379
United States,USA,2024,341656856.38420004
United States,USA,2025,339675246.61717165
United States,USA,2026,337535292.5634835
United States,USA,2027,335240052.5740518
United States,USA,2028,332792800.19026124
United States,USA,2029,330197016.3487772
United States,USA,2030,327456381.11308235
United States,USA,2031,324574764.9592872
United States,USA,2032,321556219.64516586
United States,USA,2033,318404968.6926432
Uruguay,URY,2024,3363973.9941000002
Uruguay,URY,2025,3339416.9839430703
Uruguay,URY,2026,3314371.3565634973
Uruguay,URY,2027,3288850.697117958
Uruguay,URY,2028,3262868.7766107265
Uruguay,URY,2029,3236439.5395201794
Uruguay,URY,2030,3209577.091342162
Uruguay,URY,2031,3182295.6860657535
Uruguay,URY,2032,3154609.7135969815
Uruguay,URY,2033,3126533.6871459684
Uzbekistan,UZB,2024,36187047.95999999
Uzbekistan,UZB,2025,36766040.727359995
Uzbekistan,UZB,2026,37391063.41972511
Uzbekistan,UZB,2027,38064102.56128017
Uzbekistan,UZB,2028,38787320.50994449
Uzbekistan,UZB,2029,39563066.92014338
Uzbekistan,UZB,2030,40393891.32546639
Uzbekistan,UZB,2031,41282556.93462665
Uzbekistan,UZB,2032,42232055.74412306
Uzbekistan,UZB,2033,43245625.08198201
Vanuatu,VUT,2024,325022.4665
Vanuatu,VUT,2025,329572.78103099996
Vanuatu,VUT,2026,334022.0135749185
Vanuatu,VUT,2027,338364.2997513924
Vanuatu,VUT,2028,342593.85349828476
Vanuatu,VUT,2029,346704.9797402642
Vanuatu,VUT,2030,350692.08700727724
Vanuatu,VUT,2031,354549.6999643573
Vanuatu,VUT,2032,358272.47181398305
Vanuatu,VUT,2033,361855.1965321229
Venezuela,VEN,2024,28292324.7555
Venezuela,VEN,2025,28281007.8255978
Venezuela,VEN,2026,28266867.321685
Venezuela,VEN,2027,28249907.20129199
Venezuela,VEN,2028,28230132.266251083
Venezuela,VEN,2029,28207548.160438083
Venezuela,VEN,2030,28182161.36709369
Venezuela,VEN,2031,28153979.205726597
Venezuela,VEN,2032,28123009.8286003
Venezuela,VEN,2033,28089262.21680598
Vietnam,VNM,2024,100141403.4997
Vietnam,VNM,2025,99911078.27165069
Vietnam,VNM,2026,99661300.57597156
Vietnam,VNM,2027,99392215.06441644
Vietnam,VNM,2028,99103977.64072964
Vietnam,VNM,2029,98796755.31004338
Vietnam,VNM,2030,98470726.01752023
Vietnam,VNM,2031,98126078.4764589
Vietnam,VNM,2032,97763011.98609601
Vietnam,VNM,2033,97381736.23935023
Yemen,YEM,2024,40371579.675
Yemen,YEM,2025,41376832.0089075
Yemen,YEM,2026,42407115.12592929
Yemen,YEM,2027,43463052.29256492
Yemen,YEM,2028,44545282.29464979
Yemen,YEM,2029,45654459.823786564
Yemen,YEM,2030,46791255.87339885
Yemen,YEM,2031,47956358.14464647
Yemen,YEM,2032,49150471.462448165
Yemen,YEM,2033,50374318.20186312
Zambia,ZMB,2024,21121822.3216
Zambia,ZMB,2025,21510463.85231744
Zambia,ZMB,2026,21889048.01611823
Zambia,ZMB,2027,22256784.022789013
Zambia,ZMB,2028,22612892.567153636
Zambia,ZMB,2029,22956608.534174375
Zambia,ZMB,2030,23287183.697066486
Zambia,ZMB,2031,23603889.395346593
Zambia,ZMB,2032,23906019.179607026
Zambia,ZMB,2033,24192891.40976231
Zimbabwe,ZWE,2024,16597328.2146
Zimbabwe,ZWE,2025,16849607.60346192
Zimbabwe,ZWE,2026,17097296.83523281
Zimbabwe,ZWE,2027,17340078.450293116
Zimbabwe,ZWE,2028,17577637.525062133
Zimbabwe,ZWE,2029,17809662.340392955
Zimbabwe,ZWE,2030,18035845.052115943
Zimbabwe,ZWE,2031,18255882.361751758
Zimbabwe,ZWE,2032,18469476.185384255
Zimbabwe,ZWE,2033,18676334.31866056
